id,title,impl,dry,unit,integration,oracle,mock_fidelity,confidence,risk
[UNNUMBERED-216],Fallback Path Reason Logging,src/services/architect.py::ArchitectService.execute_planning,DUPLICATED,tests/unit/test_architect_orchestration.py::test_low_baseline_confidence_triggers_llm,tests/integration/l5_full_pipeline/test_error_recovery.py::test_analysis_failure_triggers_retry,ABSENT,ALIGNED,MEDIUM,"fallback behavior exists, but reason logging is inconsistent and not uniformly structured across tiers."
[UNNUMBERED-217],Baseline Evidence Citations,src/services/plan.py::SimulationPlanFactory.create_from_rag,DRY,tests/unit/test_architect_orchestration.py::test_high_confidence_skips_llm,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,LOW,"reasoning can mention similar cases, but explicit citation-style evidence fields are not consistently produced."
[UNNUMBERED-218],Diagram Node to Router Branch Mapping,src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_node_history.py::test_appends_history_entry,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,LOW,"branching exists, but there is no explicit code-level mapping to PRD diagram node identifiers."
[UNNUMBERED-219],Strategy Flags for Diagram Decisions,src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_node_service.py::test_returns_full_state_updates,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,HIGH,"strategy flags exist, but they are not linked to a formal diagram-node ontology."
[UNNUMBERED-220],Router Reason Codes per Branch,src/services/architect.py::ArchitectService.execute_planning,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"branch selection is logged, but explicit standardized reason codes are not implemented for router branches."
[UNNUMBERED-221],Strategy Choice in retrieval_metrics,src/services/knowledge.py::_record_retrieval_metrics,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"retrieval strategy events are recorded, but indexing strategy from router decisions is not clearly persisted as `retrieval_metrics` output."
[UNNUMBERED-222],Deterministic Routing with Auditable Rationale,src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_orchestration.py::test_high_confidence_skips_llm,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,MEDIUM,"routing behavior is mostly deterministic for fixed config, but rationale capture is not standardized enough for full auditability."
[UNNUMBERED-223],Deterministic Strategy Selection,src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_orchestration.py::test_high_confidence_skips_llm,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,MEDIUM,"deterministic strategy dispatch exists, but no dedicated determinism regression asserts identical-input replay invariance."
[UNNUMBERED-224],Rationale Contains Keywords/Overrides,src/services/architect.py::ArchitectService._execute_planning_with_override,DUPLICATED,tests/unit/test_architect_node_history.py::test_appends_history_entry,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,MEDIUM,"override rationale is present, but keyword-match rationale is not consistently emitted as structured fields."
[UNNUMBERED-225],Routing Output in workflow_history,src/nodes/architect_node.py::architect_node,DRY,tests/unit/test_architect_node_history.py::test_appends_history_entry,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/integration/l5_full_pipeline/test_full_graph.py::test_happy_path_full_workflow,ALIGNED,HIGH,"coverage is good, but retention format is not versioned for long-term schema migrations."
[UNNUMBERED-226],Schema-Driven Validation Regardless of Retrieval Strategy,src/services/reviewer.py::ReviewerOrchestrator.validate_plan,DRY,tests/unit/test_reviewer_orchestrator.py::test_orchestrator_initialization,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_unknown_parameter,tests/integration/l5_full_pipeline/test_schema_validation.py::test_schema_validation_in_full_pipeline,ALIGNED,HIGH,"schema validation is enforced, but cross-strategy assertions are mostly indirect rather than explicit."
[UNNUMBERED-227],Strategy Comparison from Benchmark Metrics,scripts/aggregate_metrics.py::main,DUPLICATED,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"aggregation scripts exist, but strategy comparison population is not validated end-to-end."
[UNNUMBERED-228],Accuracy/Latency/Cost Strategy Metrics,scripts/aggregate_metrics.py::main,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_field_null_with_reason_when_unavailable,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,ALIGNED,LOW,"benchmark outputs emphasize status/tokens and limited durations, not full measured accuracy-latency-cost strategy vectors."
[UNNUMBERED-229],Table Updated from summary.csv + by_strategy.csv,scripts/aggregate_metrics.py::main,DRY,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,CSV generation is present but no implemented/verified table-generation step consumes both files.
[UNNUMBERED-230],Confidence Intervals in Strategy Reporting,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,no confidence-interval computation or reporting path was found.
[UNNUMBERED-231],Tier-1 Physics Validator Constraint Example,src/services/validators/physics_validator.py::PhysicsValidator.validate,DUPLICATED,tests/unit/test_resource_validator.py::test_chemistry_file_not_found,ABSENT,ABSENT,ALIGNED,MEDIUM,"the example constraint is enforced by ResourceValidator, not clearly by a dedicated Tier-1 Physics validator path."
[UNNUMBERED-232],Tier-Ordered Validator Execution + Outputs,src/services/reviewer.py::ReviewerOrchestrator.__init__,DRY,tests/unit/test_reviewer_orchestrator.py::test_orchestrator_initialization,tests/integration/l5_full_pipeline/test_schema_validation.py::test_schema_validation_in_full_pipeline,ABSENT,ALIGNED,MEDIUM,"execution order is explicit, but outputs are aggregated rather than consistently recorded per tier."
[UNNUMBERED-233],Validators Execute in Defined Tier Order,src/services/reviewer.py::ReviewerOrchestrator.__init__,DRY,tests/unit/test_reviewer_orchestrator.py::test_orchestrator_initialization,tests/integration/l5_full_pipeline/test_schema_validation.py::test_schema_validation_in_full_pipeline,ABSENT,ALIGNED,HIGH,"order is enforced in code, but no dedicated regression test asserts exact invocation sequence beyond initialization assumptions."
[UNNUMBERED-234],Validator Errors Include Tier + Category,src/services/rules/base.py::RuleViolation,DRY,tests/unit/test_reviewer_orchestrator.py::test_aggregate_multiple_errors,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_unknown_parameter,ABSENT,ALIGNED,LOW,"violations include severity and message, but tier/category fields are not part of the canonical violation schema."
[UNNUMBERED-235],Validator Latency + Outcomes Logged,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,tests/integration/l5_full_pipeline/test_schema_validation.py::test_schema_validation_in_full_pipeline,ABSENT,ALIGNED,LOW,"outcome metrics exist, but validator latency is not explicitly captured."
[UNNUMBERED-236],Error Taxonomy Normalization,src/nodes/reviewer_node.py::reviewer_node,DUPLICATED,ABSENT,tests/integration/l5_full_pipeline/test_error_recovery.py::test_analysis_failure_triggers_retry,ABSENT,NO_UNIT_TEST,LOW,"both nodes emit error information, but no shared normalized taxonomy contract is enforced."
[UNNUMBERED-237],Errors Include Tier/Category/Severity,src/services/rules/base.py::RuleViolation,DRY,tests/unit/test_feedback_generator.py::test_category_grouping_logic,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_type_mismatch_and_syntax,ABSENT,ALIGNED,LOW,"severity is present, but tier and category are not guaranteed fields on all emitted errors."
[UNNUMBERED-238],Stable Error Taxonomy Across Releases,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,no versioned taxonomy contract or release-stability test was identified.
UNNUMBERED-239,Aggregation Errors by Tier and Node,src/benchmark_runner.py::_derive_validation_fields,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_contains_schema_valid_field,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Aggregation reports validation categories (schema/physics/resource), but not a full node-by-tier matrix."
UNNUMBERED-240,Structured Retry Guidance + Bounded Retries,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_graph_handles_recursion_limit,ABSENT,ALIGNED,HIGH,"Guidance structure is implemented, but evidence-link requirements are not consistently included."
UNNUMBERED-241,Retry Guidance Fields (Type/Action/Evidence),src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_analysis_retry_guidance_from_issues,ABSENT,ABSENT,ALIGNED,LOW,"Recommended actions exist, but explicit error taxonomy and evidence links are not first-class fields."
UNNUMBERED-242,Retries Stop at max_retries + Final Failure Recorded,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_reviewer_orchestrator.py::TestReviewerOrchestrator::test_max_retries_termination,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_graph_handles_recursion_limit,ABSENT,ALIGNED,HIGH,"Dual retry counters (`retry_count`, `iteration`) can drift if node contracts are bypassed."
UNNUMBERED-243,Correction Cycles Logged for Convergence,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_happy_path_full_workflow,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_pelec,ALIGNED,MEDIUM,"Convergence data is logged in workflow fields, but no dedicated convergence-analysis report artifact is produced."
UNNUMBERED-244,Session Lifecycle + Tool Handler Responsibilities,src/services/workflow_store.py::WorkflowStore.upsert_session,DRY,tests/unit/test_interactive_service.py::test_invoke_tool_blocks_critical_without_approval,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"Responsibilities are implemented across modules, but a formal lifecycle-state contract is not centralized."
UNNUMBERED-245,Session Lifecycle States (creation/active/completed/archived),src/services/workflow_store.py::WorkflowStore.upsert_session,NOT_FOUND,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,ABSENT,ABSENT,ALIGNED,LOW,"Creation/update timestamps exist, but explicit active/completed/archived lifecycle state transitions are not implemented."
UNNUMBERED-246,Tool Handlers Validate Input + Structured Output,src/mcp_tools.py::mcp_validate_inputs,DRY,tests/unit/test_mcp_tools.py::test_mcp_validate_inputs_requires_path,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,HIGH,"Input schema definitions are rich, but runtime schema coercion/rejection relies partly on handler-level manual checks."
UNNUMBERED-247,Session Isolation Enforced,src/session_manager.py::merge_session_context,DRY,tests/unit/test_workflow_store.py::test_concurrent_sweep_writes_do_not_corrupt,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"Isolation is keyed by `session_id`, but no hard tenancy boundary exists beyond identifier scoping."
UNNUMBERED-248,Versioned Migrations + Backup/Restore Steps,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,No formal migration/backup runbook for workflow store schema upgrades is implemented in code/docs.
UNNUMBERED-249,Versioned Schema Changes + Migration Notes,database/scripts/build_schema.py::SchemaBuilder.save,DRY,tests/unit/test_db_mismatch_policy.py::TestSchemaStalenessCheck::test_schema_without_repo_commits_ok,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Schema version metadata exists, but explicit migration notes/process artifacts are not maintained in-repo."
UNNUMBERED-250,Backup/Restore Procedure Documented,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,Absence of backup/restore documentation increases operational risk for state-store failures.
UNNUMBERED-251,Workflow State Queryable for Audits,src/services/workflow_store.py::WorkflowStore.get_session,DRY,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,HIGH,"Queryability is present, but audit query APIs are narrow (session/sweep focused)."
UNNUMBERED-252,Concurrency Limits + WAL + Deployment Validation,src/services/workflow_store.py::WorkflowStore._connect,DUPLICATED,tests/unit/test_workflow_store.py::test_concurrent_sweep_writes_do_not_corrupt,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"WAL is implemented, but explicit tested concurrency-limit enforcement and deployment validation automation are missing."
UNNUMBERED-253,WAL Enabled + Verified at Startup,src/services/workflow_store.py::WorkflowStore._connect,DRY,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,ABSENT,ABSENT,ALIGNED,MEDIUM,"WAL is set programmatically, but there is no explicit startup assertion test for journal mode."
UNNUMBERED-254,Concurrency Limits Documented for 3-5 Users,docs/PRD/PRD_v2605.md::(deployment/concurrency section),NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Documentation claim exists in PRD narrative, but no executable concurrency limit control is implemented."
UNNUMBERED-255,Deployment Config Env Var Validation,src/config.py::load_config,DRY,tests/unit/test_config.py::TestConfigValidation::test_missing_api_key_raises_error,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,tests/e2e/test_readme_command_runner.py::test_readme_command_runner_execute_full_file_manual,ALIGNED,MEDIUM,"Validation exists for key provider paths, but environment completeness checks are not centralized into one deployment validator."
UNNUMBERED-256,Standardized Multi-Simulation Communication,src/models/sweep_schemas.py::SweepSpec,DRY,tests/unit/test_sweep_orchestrator.py::test_sweep_spec_validates_against_schema,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,MEDIUM,"Sweep communication is structured, but explicit A2A protocol contracts are not implemented."
UNNUMBERED-257,A2A Schema Validation + Versioning,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,No A2A message envelope schema/version enforcement is present in source.
UNNUMBERED-258,A2A protocol_version + trace_id Required,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,Missing protocol/trace envelope fields blocks reliable cross-agent tracing.
UNNUMBERED-259,Schema Validation Before Dispatch,src/tool_registry.py::dispatch_tool,NOT_FOUND,tests/unit/test_mcp_tools.py::test_mcp_list_tools_inprocess,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,LOW,"Tool schemas are declared, but explicit server-side schema validation before handler dispatch is not evident in local dispatch code."
UNNUMBERED-260,Invalid Messages Rejected with Clear Errors,src/mcp_tools.py::mcp_validate_inputs,DRY,tests/unit/test_mcp_tools.py::test_mcp_validate_inputs_requires_path,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,HIGH,Error payloads are clear but not normalized under a single cross-tool error schema.
UNNUMBERED-261,Inheritance Contracts + Backoff Policies + Metrics,src/models/sweep_schemas.py::validate_transition,DUPLICATED,tests/unit/test_sweep_orchestrator.py::test_sweep_spec_validates_against_schema,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,MEDIUM,"Backoff+metrics exist for LLM calls, but policy linkage to polling/inheritance contracts is incomplete."
UNNUMBERED-263,Polling Exponential Backoff + Max Cap,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,"Polling uses fixed interval sleeps, increasing rate-limit and latency inefficiency risk."
UNNUMBERED-264,Polling Outcomes + Latencies Logged,src/services/run_superfacility_tools.py::monitor_job (outcome polling only),NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Final outcomes are returned, but explicit per-poll latency metrics logging is not implemented."
[UNNUMBERED-265],Summary-to-artifact traceability,scripts/aggregate_metrics.py::main,DUPLICATED,tests/unit/test_compare_models.py::test_compare_models_generates_tables,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,tests/e2e/test_readme_command_runner.py::test_readme_command_runner_execute_amrex_agent_only,ALIGNED,MEDIUM,"Mapping exists in docs/scripts, but there is no enforced one-to-one PRD criterion ledger in code."
[UNNUMBERED-266],Summary references benchmark tables and validation metrics,scripts/aggregate_metrics.py::main,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_contains_schema_valid_field,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,ALIGNED,MEDIUM,"Validation metrics are emitted, but benchmark table generation is split across scripts and not release-gated."
[UNNUMBERED-267],Claims map to results artifacts,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,Repository uses `output/benchmarks` and `benchmark/runs`; no enforced `results/` or `benchmark_results/` artifact contract found.
[UNNUMBERED-268],Explicit gap and planned-work callouts,NOT FOUND,DRY,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Gaps are documented in docs, but no machine-checked gap registry enforces freshness/ownership."
[UNNUMBERED-269],Require unit+integration feature coverage,NOT FOUND,NOT_FOUND,tests/quality/test_standards.py::test_docs_tooling_expectations,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_unknown_parameter,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_pelec,NO_UNIT_TEST,LOW,Coverage expectations are documented but not enforced as a per-feature CI policy.
[UNNUMBERED-270],Acceptance checklist mapped to tests,NOT FOUND,NOT_FOUND,tests/quality/test_contract_schema_alignment.py::test_contracts_reference_graphstate_fields,ABSENT,ABSENT,NO_UNIT_TEST,NONE,"Docs explicitly note no checklist template, so feature-level acceptance mapping is incomplete."
[UNNUMBERED-271],Validator and routing unit/integration coverage,src/services/validation.py::ValidationService.validate_config,DRY,tests/unit/test_router_logic.py::TestGraphRoutingLogic.test_route_after_reviewer_retry_with_attempts_remaining,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_type_mismatch_and_syntax,ABSENT,ALIGNED,HIGH,"Good validator/routing coverage exists, but no dedicated e2e oracle asserts validator error categories end-to-end."
[UNNUMBERED-272],E2E smoke updates for solver-facing changes,amrex_agent.py::main,DRY,ABSENT,ABSENT,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_erf,NO_UNIT_TEST,MEDIUM,"Solver smoke tests are present, but they are asset-gated and can skip in many CI/local environments."
[UNNUMBERED-273],Paper-grade deterministic regression harness,src/benchmark_runner.py::run_model_benchmark,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,ABSENT,ALIGNED,LOW,Harness exists but fixed global seeds and strict deterministic replay controls are not enforced in runner code.
[UNNUMBERED-274],Required outputs section,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,Criterion is a heading-only statement with no concrete acceptance text to verify.
[UNNUMBERED-275],Deterministic reproducible benchmark runs,src/benchmark_runner.py::run_model_benchmark,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,ABSENT,ALIGNED,LOW,"Inputs/case lists are stable, but runner-level seed freezing and replay manifests are incomplete."
[UNNUMBERED-276],20-25 benchmark cases across solvers,tests/integration/test_oracle_benchmarks.py::ORACLE_GATE_CASES,DRY,ABSENT,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,ABSENT,NO_UNIT_TEST,HIGH,"20-case gate exists, but it is tied to oracle routing tests and not automatically executed as a benchmark release job."
[UNNUMBERED-277],"Frozen indices, fixed seeds, recorded model configs",src/benchmark_runner.py::_build_config_for_model,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_squall_line_no_level0_regression,ABSENT,ALIGNED,LOW,"Model configs are recorded, but fixed-seed enforcement and index freeze checks are not hard-validated per benchmark run."
[UNNUMBERED-278],Required CSV and raw metrics outputs,scripts/aggregate_metrics.py::main,DUPLICATED,tests/unit/test_compare_models.py::test_compare_models_generates_tables,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,ALIGNED,MEDIUM,"Raw JSONL and several CSVs are generated, but required output set is split across two scripts and not validated as one contract."
[UNNUMBERED-279],Deployment prerequisites/config/verification docs,NOT FOUND,DUPLICATED,tests/quality/test_standards.py::test_docs_tooling_expectations,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,tests/e2e/test_readme_command_runner.py::test_readme_command_runner_dry_run,NO_UNIT_TEST,MEDIUM,Documentation is present but verification steps are partially aspirational and not fully enforced in CI.
[UNNUMBERED-280],Local and facility setup env validation,src/config.py::detect_environment,DRY,tests/unit/test_config_service.py::test_initialize_from_config_file,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,tests/e2e/test_readme_command_runner.py::test_readme_command_runner_execute_superfacility_sfapi,ALIGNED,MEDIUM,"Environment detection/credential checks exist, but some validations are runtime best-effort instead of strict preflight gates."
[UNNUMBERED-281],MCP config and required env vars,src/config.py::detect_environment,DRY,tests/unit/test_mcp_tools.py::test_get_mcp_tool_specs,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"Required env vars are documented/discovered, but there is no single strict MCP startup validator that fails fast on all missing keys."
[UNNUMBERED-282],Reproducible isolated benchmark environment,src/config.py::resolve_database_path,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,ABSENT,ALIGNED,LOW,"Environment lockfile exists, but benchmark execution is not containerized/pinned by default and can vary by host setup."
[UNNUMBERED-283],Criterion-to-benchmark-and-test linkage,NOT FOUND,DUPLICATED,tests/quality/test_standards.py::test_docs_includes_resolve,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,NO_UNIT_TEST,LOW,"Mapping exists as documentation tables, but there is no executable criterion-to-test trace matrix."
[UNNUMBERED-284],Success criteria map to measurable artifact/test,NOT FOUND,DUPLICATED,tests/quality/test_contract_schema_alignment.py::test_contracts_reference_graphstate_fields,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,LOW,Evidence mapping is mostly narrative and not enforced by a machine-checked artifact inventory.
[UNNUMBERED-285],Release-gate validation of criteria,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,"Release gates are documented as proposed, but no release-gate automation was found in repo scripts/workflows."
[UNNUMBERED-286],Gap flags with owner and remediation plan,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,"Gap lists exist, but owner assignment and remediation tracking fields are not standardized."
[UNNUMBERED-287],Versioned accessible appendix artifacts,NOT FOUND,DRY,tests/unit/test_schema_composition.py::test_composed_schema_has_metadata,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,NO_UNIT_TEST,MEDIUM,"Artifacts are in version control, but no dedicated appendix manifest guarantees completeness/accessibility."
[UNNUMBERED-288],Appendix includes oracles/case lists/schema snapshots,tests/integration/test_oracle_benchmarks.py::ORACLE_GATE_CASES,DRY,tests/unit/test_schema_scraper.py::TestParmParseExtraction.test_parmparse_extraction_basic,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,ABSENT,ALIGNED,HIGH,"Coverage is strong for listed artifact types, but appendixed packaging is distributed across multiple directories."
[UNNUMBERED-289],Artifacts include source commit and build date,src/benchmark_runner.py::run_model_benchmark,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,ABSENT,ABSENT,ALIGNED,LOW,"Build timestamp is recorded (`created_at`), but source commit is not explicitly captured in benchmark manifests."
[UNNUMBERED-290],Appendix Updates Tracked With PRD Revisions,database/scripts/build_schema.py::SchemaBuilder.save,DRY,tests/unit/test_schema_scraper.py::TestVersioning.test_commit_hash_suffix,tests/integration/test_build_schema_integration.py::test_build_schema_extracts_parmparse_from_source,ABSENT,NO_UNIT_TEST,MEDIUM,"schema artifacts are versioned and stale-checkable, but there is no explicit automation that ties appendix updates to specific PRD revision events."
